Abies	Alnus	Betula	Carpinus	Castanea	Cedrus	Corylus	Ephedra	Fagus	Juniperus	Larix	Olea	Ostrya	Phillyrea	Picea	Pinus.D	Pinus.H	Pistacia	Quercus.D	Quercus.E	Salix	Tilia	Ulmus	Artemisia	Chenopodiaceae	Cyperaceae	Ericales.	Gramineae	
1	1	4	0	0	0	1	7	6	84	0	0	0	0	0	33	0	0	12	0	0	0	1	67	26	8	0	141	
5	1	2	0	0	0	0	3	5	144	0	0	3	0	0	30	0	0	7	0	0	0	1	128	81	2	0	228	
3	1	0	0	0	0	0	6	2	66	0	0	0	0	0	12	0	0	7	0	1	0	0	126	61	6	0	184	
2	1	0	0	0	0	0	3	6	48	0	0	0	0	0	27	0	0	5	0	0	0	0	79	53	5	0	110	
1	2	0	0	0	0	0	6	3	87	0	0	0	0	1	20	0	0	10	0	0	0	1	97	35	6	0	148	
0	3	2	3	0	0	1	2	9	74	0	0	1	0	0	33	0	0	23	0	0	0	1	121	86	4	0	87	
0	1	2	0	0	0	0	3	0	55	0	0	0	0	0	12	0	0	4	0	0	0	1	105	56	2	0	114	
7	6	3	2	0	0	0	7	6	64	0	0	0	0	0	22	0	0	27	0	0	0	4	104	79	7	0	171	
6	5	3	2	0	0	1	4	8	27	0	0	0	0	2	28	0	0	13	0	1	0	4	104	68	8	0	134	
3	0	1	1	0	0	0	3	12	35	0	0	1	0	0	28	0	0	20	0	0	0	0	113	58	2	0	149	
2	0	1	0	0	0	2	4	3	61	0	1	0	0	0	22	0	0	6	0	0	0	0	112	45	6	1	153	
2	1	0	1	1	0	0	6	4	23	0	0	0	0	0	22	0	0	7	0	0	0	1	93	69	6	0	135	
7	3	0	0	0	0	0	5	2	29	0	0	0	0	0	6	0	0	13	0	0	0	1	183	105	5	4	219	
47	21	7	4	0	0	4	4	20	11	0	0	0	0	0	22	0	0	39	0	0	0	8	75	68	4	0	151	
30	29	1	5	0	0	2	2	32	9	0	0	2	0	0	12	0	0	27	0	0	0	9	118	70	1	0	145	
1	3	1	0	0	0	0	1	2	14	0	0	0	0	0	12	0	0	3	0	0	0	1	138	93	0	0	153	
8	3	0	0	0	0	0	4	9	15	0	0	0	0	0	27	0	0	3	0	0	0	1	150	114	3	0	162	
1	1	1	0	0	0	0	0	5	24	0	0	0	0	0	21	0	0	7	0	1	0	2	117	76	2	0	204	
1	1	1	0	0	0	0	1	0	9	0	0	0	0	0	7	0	0	1	0	0	0	0	60	33	1	0	84	
23	16	1	4	0	0	2	3	12	23	0	1	0	0	0	32	0	0	32	0	0	1	1	108	43	3	0	207	
9	8	3	0	0	0	2	2	15	39	0	0	1	0	0	44	0	0	24	0	0	0	2	86	48	4	1	184	
65	67	5	7	0	0	0	3	54	18	0	0	0	0	0	20	0	0	65	0	0	1	7	63	36	0	0	171	
33	41	5	8	0	0	3	2	37	63	0	0	2	0	0	50	0	0	97	0	1	1	7	45	46	5	1	157	
21	24	3	4	0	0	0	2	30	59	0	0	0	0	0	33	0	0	31	0	0	0	0	27	17	0	0	109	
20	32	1	1	0	0	1	3	22	71	0	0	1	0	0	21	0	0	38	0	0	0	4	49	39	1	0	152	
20	12	3	0	0	0	1	1	5	44	0	0	0	0	0	25	0	0	15	0	0	0	1	108	60	7	0	147	
13	22	0	2	0	0	0	4	11	46	0	0	0	0	0	23	0	0	12	0	0	0	2	71	48	5	0	188	
7	10	2	1	1	0	0	1	16	62	0	0	1	0	0	48	0	0	16	0	1	0	3	121	63	11	0	255	
52	43	1	7	0	0	8	3	38	28	0	0	0	0	1	44	0	0	66	0	1	1	7	59	38	2	0	174	
18	30	5	4	0	0	0	4	22	20	0	0	4	0	0	27	0	0	39	0	0	1	3	63	35	2	0	126	
45	70	7	7	0	0	1	2	51	5	0	0	2	0	0	20	0	0	78	0	0	0	8	62	48	0	0	162	
35	59	2	7	0	0	2	2	35	9	0	0	2	0	0	21	0	0	61	0	0	0	10	56	42	1	0	130	
34	73	1	9	0	0	0	3	43	20	0	0	0	0	0	23	0	0	71	0	0	1	9	72	58	0	1	122	
8	6	1	2	0	0	1	7	1	7	0	0	0	0	0	21	0	0	6	0	0	0	0	32	25	2	0	113	
6	9	0	0	0	0	0	3	1	1	0	0	0	0	0	16	0	0	4	0	0	0	0	43	18	0	0	57	
0	3	2	0	0	0	0	2	5	10	0	0	0	0	0	18	0	0	5	0	0	0	0	28	14	0	0	107	
4	5	1	0	0	0	1	4	3	60	0	0	1	0	1	71	0	0	5	0	1	0	1	119	45	3	0	223	
1	2	0	0	0	0	0	2	10	30	0	0	2	0	1	71	0	0	3	0	1	0	0	62	42	3	0	159	
9	10	1	3	0	0	1	2	9	6	0	0	1	0	0	28	0	0	14	0	0	0	2	15	15	3	0	74	
15	12	2	2	0	0	0	4	8	8	0	0	0	0	0	56	0	0	18	0	0	0	2	56	25	4	1	179	
4	2	2	0	0	0	0	2	8	7	0	0	1	0	0	62	0	0	8	0	0	0	2	74	30	1	0	190	
4	11	5	2	0	0	0	2	9	3	0	0	1	0	0	76	0	0	20	0	0	0	4	44	38	1	0	185	
9	10	8	2	0	0	0	3	7	5	0	0	1	0	0	58	0	0	18	0	0	0	2	51	18	3	0	279	
8	6	4	0	0	0	1	2	8	4	0	0	0	0	0	44	0	0	23	0	0	0	0	26	14	1	0	187	
1	10	3	0	0	0	1	2	19	5	0	0	0	0	1	83	0	0	42	0	0	0	2	35	15	4	0	280	
15	3	10	0	0	0	0	0	7	2	0	0	2	0	0	22	0	0	28	0	0	0	4	23	5	0	0	138	
10	43	3	4	0	0	0	1	3	1	0	0	3	0	0	15	0	0	53	0	0	0	3	7	6	2	1	92	
7	3	0	1	0	0	1	1	8	0	0	0	2	0	0	19	0	0	7	0	0	0	1	11	10	0	0	60	
8	12	4	4	0	0	1	0	18	3	0	0	2	0	1	11	0	0	25	0	0	0	9	26	6	2	1	145	
29	11	15	10	0	0	2	5	27	5	0	7	0	0	0	44	0	0	70	0	0	0	13	38	16	0	0	213	
34	17	22	4	0	0	3	3	29	1	0	0	3	0	0	40	0	0	73	0	1	1	9	21	11	1	1	134	
59	15	27	15	0	0	9	0	60	4	0	0	6	0	3	40	0	0	88	0	2	0	28	20	8	4	0	215	
42	8	27	4	0	0	2	2	33	4	0	3	0	0	1	40	0	0	52	0	1	0	20	27	5	3	1	144	
13	3	17	3	0	0	2	1	10	0	0	0	0	0	0	12	0	0	40	0	3	0	6	22	10	2	1	77	
21	6	82	9	0	0	3	0	38	7	0	1	1	0	4	53	0	0	81	0	0	2	31	26	5	2	2	228	
13	22	8	5	0	0	0	0	26	3	0	0	1	0	2	71	0	0	76	0	0	0	11	23	7	5	4	166	
10	26	2	8	0	0	3	2	26	3	0	0	3	0	0	53	0	0	94	0	0	2	9	18	6	2	1	148	
5	14	7	4	0	0	2	5	22	1	0	0	1	0	1	78	0	0	47	0	0	0	7	28	12	12	1	273	
3	4	2	2	0	0	2	5	8	2	0	0	1	0	1	36	0	0	16	0	0	0	0	31	11	1	0	206	
1	2	2	0	0	0	1	3	8	0	0	0	0	0	1	36	0	0	15	0	0	0	3	47	19	0	0	213	
15	40	2	7	0	0	0	1	40	1	0	0	1	0	0	25	0	0	85	0	0	1	13	5	8	2	0	78	
22	19	1	5	0	0	0	1	20	0	0	0	1	0	0	15	0	0	53	0	0	0	5	12	8	1	0	59	
6	15	0	0	0	0	0	0	3	1	0	0	1	0	0	10	0	0	13	0	0	0	2	33	7	0	0	122	
25	44	1	3	0	0	0	0	36	0	0	0	1	0	0	14	0	0	99	0	0	2	8	5	8	0	0	73	
6	4	0	0	0	0	0	1	3	0	0	0	1	0	0	7	0	0	3	0	0	0	1	9	8	0	0	42	
9	36	1	5	0	0	0	1	15	0	0	0	3	0	0	16	0	0	55	0	0	1	17	4	5	2	1	29	
16	19	2	1	0	0	0	0	5	1	0	1	2	1	0	4	0	0	29	0	1	0	7	2	3	0	0	57	
11	24	0	7	0	0	0	0	0	0	0	0	3	0	0	5	0	0	27	0	0	4	4	8	3	0	0	71	
33	107	0	34	0	0	1	0	58	4	0	0	3	0	0	24	0	0	194	0	0	3	32	21	6	2	0	83	
30	141	1	24	0	0	7	2	57	2	0	1	3	0	1	26	0	0	166	0	0	3	40	14	10	1	0	75	
15	149	2	28	0	0	4	0	53	1	0	0	4	0	0	18	0	0	202	0	2	0	28	12	6	0	1	83	
15	208	4	18	0	0	5	2	41	0	0	0	3	0	1	41	0	0	163	0	0	1	26	15	2	1	1	57	
23	150	1	7	0	0	4	0	45	4	0	0	4	0	2	33	0	1	118	0	1	0	19	10	2	0	1	84	
29	48	24	3	0	0	1	1	26	1	0	0	1	0	0	67	0	0	156	0	2	0	20	12	18	1	1	201	
40	56	4	7	1	0	0	3	44	0	0	0	1	0	2	49	0	0	89	0	0	0	18	45	35	2	0	176	
22	27	5	4	0	0	0	5	15	0	0	0	0	0	0	30	0	0	46	0	0	1	3	38	11	2	1	164	
6	11	2	5	0	0	1	0	8	1	0	0	0	0	0	13	0	0	30	0	0	0	4	37	17	0	0	127	
57	72	1	9	0	0	3	0	81	2	0	0	7	0	1	56	0	0	112	0	1	0	10	25	11	4	0	116	
32	38	3	4	0	0	1	1	75	1	0	0	1	0	1	20	0	0	109	0	0	0	4	12	6	1	0	94	
22	59	3	3	0	0	0	4	21	3	0	1	2	0	0	44	0	0	32	0	0	0	5	42	13	1	0	134	
17	27	0	1	0	0	0	0	9	0	0	1	0	0	1	25	0	0	35	0	0	0	2	18	10	0	0	127	
9	20	0	0	0	0	2	0	6	0	0	1	0	0	0	23	0	0	15	0	0	0	1	13	8	0	0	105	
70	32	0	1	0	0	0	0	19	0	0	0	1	0	3	19	0	0	33	0	2	0	4	10	6	0	0	92	
68	75	1	6	0	0	0	0	59	8	0	0	2	0	2	30	0	0	160	0	1	0	15	19	9	5	0	82	
51	150	1	11	0	0	2	0	52	0	0	0	1	0	5	28	0	1	138	0	5	0	17	12	10	3	1	109	
84	93	0	7	0	0	1	0	80	2	0	0	7	0	0	17	0	0	158	0	1	1	11	9	8	2	1	52	
127	66	0	13	0	0	0	3	98	4	0	0	3	0	0	32	0	0	149	0	0	1	23	13	10	0	0	56	
35	61	0	8	0	0	1	0	45	3	0	0	1	0	1	23	0	0	127	0	4	0	6	21	4	0	0	108	
49	83	0	13	0	0	0	0	128	0	0	0	5	0	1	23	0	0	199	0	0	4	10	8	9	0	2	44	
26	123	0	13	0	0	1	0	146	0	0	0	4	0	2	13	0	0	253	0	1	2	20	5	7	0	1	50	
24	99	1	9	0	0	3	0	114	2	0	0	3	0	0	20	0	0	173	0	0	1	8	14	2	1	0	112	
19	76	6	25	0	0	1	1	298	1	0	0	4	0	1	20	0	0	150	0	0	1	25	2	8	3	0	42	
10	94	2	19	0	0	6	0	145	0	0	0	4	0	2	20	0	0	253	0	0	1	29	4	10	2	0	67	
2	104	1	24	0	0	3	0	196	2	0	1	8	0	0	6	0	0	159	0	0	2	39	7	9	2	0	31	
0	66	0	43	0	0	5	0	185	1	0	0	3	0	0	5	0	0	167	0	0	4	34	6	3	0	1	31	
3	85	3	10	0	0	5	0	71	2	0	0	3	2	0	24	0	0	296	0	1	2	15	14	16	1	0	79	
0	161	3	16	0	0	7	0	74	3	0	0	0	0	0	9	0	0	335	0	0	2	21	11	9	2	0	39	
4	1	15	1	0	0	3	2	88	3	0	0	2	0	0	25	0	0	241	0	0	0	39	17	12	4	0	94	
43	34	9	8	1	0	1	1	58	0	0	0	8	0	0	19	0	0	89	0	1	1	14	36	59	2	0	81	
10	5	5	5	0	0	4	4	80	1	0	0	1	0	0	42	0	0	145	0	0	1	18	12	8	4	0	78	
2	3	5	3	0	0	1	6	12	2	0	0	3	0	0	25	0	0	107	0	0	0	3	57	30	3	0	168	
3	5	4	8	0	0	1	7	26	1	0	0	2	0	0	54	0	0	109	0	0	0	10	50	29	0	0	114	
2	3	9	5	0	0	2	4	11	3	0	0	6	0	0	31	0	0	99	0	0	0	6	36	16	0	0	96	
9	8	6	5	0	0	5	9	15	0	0	0	5	0	0	38	0	0	136	0	1	0	7	46	30	6	1	98	
1	1	8	4	0	0	3	13	19	3	0	0	1	0	0	60	0	0	142	0	0	0	11	59	40	1	0	182	
0	2	1	6	0	0	4	3	36	3	0	0	3	0	0	36	0	0	156	0	0	0	6	36	14	3	0	99	
1	6	5	3	0	0	4	11	14	3	0	0	0	0	0	29	0	0	76	0	0	0	4	42	15	1	0	113	
0	2	3	8	0	0	0	7	49	4	0	0	1	0	0	40	0	0	93	0	0	0	6	36	15	3	0	107	
3	7	7	3	0	0	1	9	22	3	0	0	0	1	0	35	0	0	128	0	1	0	7	56	43	7	0	163	
35	39	9	3	0	0	3	4	60	2	0	0	6	0	0	21	0	0	136	0	0	1	5	61	55	0	1	103	
12	7	5	8	0	0	5	4	29	2	0	0	5	0	0	28	0	0	152	0	0	0	6	44	36	4	0	80	
0	5	4	1	0	0	0	2	9	4	0	0	0	0	0	36	0	0	104	0	0	0	6	38	24	4	0	104	
0	16	7	2	0	0	2	5	21	0	0	0	0	0	0	40	0	0	70	0	0	0	3	45	28	1	0	76	
0	1	1	5	0	0	0	5	16	2	0	0	0	0	0	59	0	0	43	0	0	0	9	31	41	7	0	96	
4	4	3	4	0	0	2	24	11	0	0	0	0	0	0	95	0	0	35	0	0	0	6	54	89	8	0	97	
1	1	0	1	1	0	0	1	18	0	0	0	0	0	0	40	0	0	5	0	0	0	3	34	27	1	0	85	
3	1	1	2	0	0	0	11	26	1	0	0	0	0	0	59	0	0	11	0	0	1	5	66	88	0	0	109	
6	0	0	2	0	0	0	1	10	0	0	0	1	0	0	23	0	0	14	0	0	0	1	36	50	0	0	46	
4	1	0	0	0	0	0	2	9	1	0	1	1	0	0	22	0	0	10	0	0	0	3	29	86	0	0	22	
7	8	1	5	0	0	1	3	34	1	0	0	3	0	0	29	0	0	38	0	0	0	3	59	100	0	0	61	
17	1	0	1	0	0	1	0	9	0	0	0	5	0	0	18	0	0	21	0	0	0	2	15	22	0	0	18	
2	1	1	1	0	0	0	0	7	0	0	0	0	0	0	14	0	0	5	0	0	0	4	14	40	0	0	10	
9	3	1	2	0	0	0	1	17	0	0	0	5	0	0	12	0	0	14	0	0	1	1	10	19	0	0	9	
18	1	1	1	0	0	0	1	6	0	0	0	2	0	0	8	0	0	14	0	0	0	3	9	26	1	1	26	
0	1	0	0	0	0	0	1	7	1	0	0	1	0	0	7	0	0	4	0	0	0	3	19	22	1	0	18	
4	3	1	0	0	0	0	1	13	0	0	2	1	0	1	7	0	0	15	0	0	0	3	37	80	0	0	50	
1	3	1	1	0	0	0	1	14	0	0	0	1	2	1	15	0	0	17	0	0	0	7	71	78	0	0	59	
42	16	4	0	0	0	0	2	14	0	0	0	0	6	0	31	0	0	33	0	0	0	7	42	82	0	0	66	
25	15	1	7	0	0	1	1	40	0	0	4	1	0	2	42	0	0	59	0	0	0	10	45	91	0	2	45	
5	3	0	3	0	0	0	2	11	0	0	0	0	0	0	45	0	0	3	0	0	0	10	68	127	2	0	82	
104	52	4	16	0	0	1	0	87	2	0	0	18	2	0	38	0	0	128	0	0	1	23	71	119	0	0	99	
7	8	1	3	0	0	0	7	25	1	0	1	3	1	0	38	0	0	23	0	0	0	9	50	93	0	0	63	
1	1	2	0	0	0	0	0	6	1	0	0	0	0	0	6	0	0	13	0	0	0	1	10	13	0	0	23	
64	32	4	0	0	0	1	1	52	1	0	2	5	0	0	19	0	0	44	0	0	1	6	25	48	0	0	52	
130	23	5	5	0	0	3	2	100	1	0	0	1	2	4	47	0	3	53	0	0	0	12	22	70	0	0	28	
3	2	1	0	0	0	0	1	13	0	0	1	0	0	0	32	0	0	15	0	0	0	3	44	50	0	0	49	
3	0	0	0	0	0	0	1	4	3	0	0	0	0	0	17	0	0	4	0	0	0	3	33	56	0	0	33	
5	2	1	1	0	0	0	5	1	0	0	1	1	0	0	42	0	0	12	0	0	0	12	31	205	0	0	48	
14	2	0	0	0	0	0	3	5	1	0	0	1	0	0	5	0	0	5	0	0	1	0	10	21	0	0	27	
28	5	1	1	0	0	1	1	12	0	0	0	3	0	2	9	0	0	21	0	0	0	1	39	63	0	0	34	
6	0	1	1	0	0	0	1	1	0	0	0	1	0	0	12	0	0	10	0	1	0	0	18	58	1	0	16	
89	23	0	2	0	0	2	0	32	0	0	0	2	1	0	10	0	0	36	0	0	0	2	5	19	0	0	23	
37	25	2	3	0	0	1	4	63	1	0	0	3	0	0	11	0	0	48	0	0	0	4	7	16	0	0	33	
75	18	2	3	0	0	0	4	32	0	0	0	3	0	0	22	0	0	22	0	0	0	5	34	52	1	0	40	
5	12	6	7	0	0	1	2	16	1	0	0	0	0	1	36	0	0	21	0	0	1	0	38	51	1	0	102	
79	33	2	4	0	0	0	1	51	0	0	0	6	0	0	26	0	0	60	0	0	0	2	27	38	0	0	71	
48	30	3	4	0	0	0	2	41	0	0	0	5	0	0	19	0	0	35	0	0	0	3	24	57	0	0	69	
0	17	3	1	0	0	0	1	4	1	0	0	0	0	1	8	0	0	22	0	0	0	0	7	7	0	0	31	
64	26	3	1	0	0	0	0	56	0	0	0	0	0	0	12	0	0	22	0	0	0	4	10	15	0	0	35	
74	28	6	3	0	0	1	3	67	1	0	0	0	0	0	19	0	0	81	0	0	0	3	39	54	0	0	85	
161	24	1	4	0	0	1	2	67	0	0	0	0	0	1	30	0	0	23	0	0	0	3	6	33	1	0	27	
121	53	7	10	0	0	3	2	101	3	0	0	4	0	0	13	0	0	76	0	1	0	21	26	14	0	0	44	
210	79	7	11	0	0	1	4	159	6	0	0	11	1	0	24	0	0	102	0	0	1	20	18	20	0	0	45	
102	44	4	8	0	0	5	1	149	3	0	0	4	0	0	17	0	0	103	0	0	0	7	13	23	0	0	34	
111	49	7	6	0	0	4	0	105	2	0	0	6	0	0	7	0	0	89	0	0	1	11	12	18	0	0	17	
154	66	19	20	0	0	4	0	140	0	0	0	7	0	0	13	0	0	95	0	0	2	8	10	8	0	0	25	
177	122	2	17	0	0	1	0	82	4	0	0	11	0	0	11	0	0	113	0	0	1	14	13	11	1	0	24	
199	91	4	4	0	0	1	0	95	2	0	0	11	0	0	16	0	0	91	0	1	1	10	11	6	0	0	26	
169	112	17	5	0	0	0	1	79	1	0	0	5	0	0	11	0	0	65	0	1	0	8	11	5	0	0	33	
229	47	13	2	0	0	0	0	78	0	0	0	5	0	3	13	0	0	62	0	0	0	13	9	3	0	0	18	
205	46	27	3	0	0	0	0	73	0	0	0	4	0	0	8	0	0	37	0	1	0	17	10	6	0	0	23	
178	64	18	2	0	11	1	0	83	1	0	0	3	1	0	16	0	0	37	0	1	1	10	10	5	0	1	37	
217	76	16	3	0	0	4	0	81	2	0	0	1	0	0	26	0	0	68	0	0	1	14	17	1	0	0	24	
109	34	6	4	0	0	1	0	59	0	0	0	0	1	0	5	0	0	47	0	0	1	5	5	2	0	0	8	
239	58	8	4	0	0	0	1	126	0	0	0	1	0	0	10	0	0	37	0	1	0	6	9	3	0	0	16	
205	68	13	1	0	3	1	0	139	1	0	0	5	0	0	18	0	0	47	0	1	1	10	5	2	2	0	48	
196	89	12	4	1	0	2	0	150	2	0	0	3	1	3	12	0	0	82	0	0	1	24	14	3	0	0	17	
92	63	10	3	0	1	2	0	88	2	0	0	1	0	0	8	0	0	62	0	0	1	13	7	2	0	0	20	
246	51	4	4	0	0	3	1	111	0	0	0	2	0	0	9	0	0	57	0	0	0	22	4	4	1	0	18	
186	52	4	5	0	2	0	0	165	2	0	0	4	1	0	9	0	0	67	0	0	0	14	7	1	0	0	11	
190	70	4	3	0	0	2	0	163	0	0	1	9	0	0	14	0	0	71	0	0	0	17	7	3	1	0	21	
98	57	40	3	0	0	4	0	101	3	0	0	2	1	0	10	0	0	138	0	2	0	26	9	3	1	0	46	
130	62	10	10	0	0	6	0	136	3	0	0	4	0	0	18	0	0	113	0	0	1	22	7	4	0	0	38	
102	49	34	2	0	0	2	0	135	5	0	0	6	0	0	13	0	0	104	0	1	6	16	6	2	0	0	44	
121	107	15	9	0	0	6	1	174	11	0	0	10	0	0	17	0	0	164	0	0	5	32	1	6	4	0	57	
107	67	25	12	0	0	4	0	85	1	0	0	8	3	0	7	0	0	180	0	1	1	22	4	3	2	1	31	
40	64	13	3	0	0	4	0	53	0	0	0	4	0	0	6	0	0	72	0	0	0	8	1	0	3	0	20	
94	59	9	11	0	0	2	1	103	4	0	0	4	0	0	2	0	0	132	0	2	0	11	8	0	3	1	31	
74	83	17	12	0	0	5	0	103	6	0	1	18	0	0	10	0	0	164	0	1	2	17	4	2	1	0	46	
90	75	21	16	0	0	0	1	109	12	0	2	9	0	0	15	0	0	184	0	0	0	23	10	5	2	0	32	
93	78	22	7	0	0	0	0	112	3	0	1	7	0	0	3	0	0	160	0	1	2	12	6	2	0	2	25	
138	98	10	14	0	0	4	0	100	0	0	0	8	0	0	5	0	0	174	0	0	3	15	1	0	1	2	38	
59	85	7	17	0	0	1	1	65	10	0	1	11	0	0	10	0	0	372	0	0	6	13	8	3	3	0	61	
69	60	14	14	1	0	0	0	41	2	0	0	9	0	0	13	0	0	325	0	7	4	10	5	3	3	1	58	
24	27	5	9	0	0	1	0	28	1	0	0	13	0	0	1	0	0	119	0	0	1	6	0	2	2	1	27	
72	85	7	9	0	0	2	0	44	1	0	0	17	0	0	12	0	0	290	0	0	6	9	4	0	0	0	58	
64	58	5	18	0	0	5	0	34	0	0	0	8	0	0	11	0	0	306	0	1	2	14	10	0	0	0	56	
45	37	2	16	0	0	3	0	55	2	0	0	15	0	0	7	0	0	215	0	1	4	20	4	2	0	0	31	
40	35	3	16	0	0	4	0	17	0	0	0	12	0	0	7	0	0	238	0	0	4	4	6	0	1	1	43	
33	27	4	5	0	0	2	0	18	0	0	0	7	0	0	9	0	0	156	0	0	4	6	2	0	0	1	20	
33	51	9	9	0	0	2	0	21	0	0	0	10	0	1	10	0	0	207	0	0	3	6	11	1	0	1	30	
33	42	2	7	0	0	0	0	34	3	0	0	14	1	0	8	0	0	186	0	0	0	13	6	3	1	2	36	
18	44	3	11	0	0	1	1	16	2	0	0	13	0	1	6	0	0	171	0	0	1	9	2	2	2	0	35	
72	32	5	11	0	0	2	1	34	1	0	0	17	1	0	5	0	0	287	0	1	6	11	5	1	2	1	32	
67	48	5	10	0	0	3	0	31	1	0	0	10	1	0	7	0	0	292	0	0	3	19	6	1	1	1	33	
50	66	5	20	0	0	1	0	36	0	0	0	14	0	0	13	0	0	301	0	0	4	3	3	3	1	1	42	
78	40	1	27	0	0	4	0	62	0	0	0	30	0	0	12	0	0	420	0	0	2	31	14	5	1	2	31	
39	51	3	24	0	0	1	1	58	0	0	0	19	0	0	7	0	0	295	0	0	4	11	9	4	0	1	35	
30	50	2	22	0	0	3	0	30	1	0	0	14	0	0	10	0	0	354	0	1	3	12	3	3	1	2	52	
10	35	6	20	0	0	2	0	15	0	0	0	18	0	0	14	0	0	293	0	0	3	9	6	2	0	2	31	
26	31	3	8	0	0	0	0	19	1	0	0	24	0	0	4	0	1	256	0	1	5	8	10	1	1	0	35	
15	35	3	21	0	0	0	0	19	2	0	0	17	1	0	4	0	0	202	0	0	2	9	7	0	0	1	28	
19	23	2	15	0	0	2	0	20	0	0	0	16	0	0	5	0	1	214	0	0	3	5	5	2	1	0	27	
11	38	5	14	0	0	4	0	18	1	0	0	16	0	0	7	0	0	187	0	0	2	7	1	2	1	1	14	
39	49	6	24	0	0	5	0	43	0	0	0	20	0	0	10	0	0	297	0	2	3	14	8	0	0	0	32	
12	29	6	10	0	0	0	0	31	0	0	0	9	0	0	8	0	0	236	0	0	0	6	3	2	1	0	32	
11	40	2	26	0	0	3	0	25	0	0	0	16	2	0	2	0	0	237	0	0	3	15	3	1	0	1	28	
30	40	6	24	0	0	0	0	19	0	0	0	16	0	0	6	0	0	265	0	0	3	17	5	0	1	0	28	
60	46	0	13	0	0	0	0	30	1	0	0	11	0	0	4	0	0	285	0	0	0	11	2	3	1	2	26	
16	34	4	21	0	0	0	0	33	0	0	0	11	0	0	10	0	0	268	0	0	5	8	5	1	2	1	23	
72	47	1	18	1	0	2	0	52	0	0	0	16	0	1	11	0	0	279	0	0	0	10	1	2	2	0	39	
25	33	3	17	0	0	2	0	36	0	0	0	15	0	1	7	0	0	284	0	0	2	12	7	2	2	1	31	
29	35	2	10	0	0	1	0	29	2	0	0	14	0	1	8	0	0	245	0	1	1	9	7	0	2	2	24	
21	25	3	10	0	0	1	0	38	1	0	0	12	0	0	8	0	0	257	0	1	1	8	5	0	0	2	37	
39	28	1	30	0	0	0	0	25	1	0	0	13	0	0	9	0	0	297	0	0	4	7	3	2	0	0	25	
50	43	5	25	0	0	1	0	41	0	0	0	16	1	0	6	0	0	294	0	1	3	9	2	1	0	0	21	
84	22	1	38	0	0	3	0	95	0	0	0	18	1	0	11	0	0	324	0	0	5	7	6	0	1	0	24	
60	48	9	28	0	0	5	2	56	0	0	0	27	0	0	10	0	0	320	0	0	2	8	4	0	0	1	29	
22	40	1	25	0	0	3	0	26	1	0	0	9	0	0	8	0	0	234	0	0	3	8	8	3	2	2	33	
41	40	2	24	0	0	1	0	32	0	0	0	15	0	1	13	0	0	271	0	0	2	14	9	3	2	1	20	
40	52	2	22	0	0	2	0	36	0	0	0	12	0	2	6	0	0	221	0	0	0	3	7	1	0	0	20	
36	45	7	16	0	0	3	0	36	3	0	0	14	0	0	9	0	0	248	0	0	1	14	3	2	2	1	46	
27	64	5	20	0	0	12	0	32	0	0	0	5	0	0	10	0	0	236	0	0	1	10	3	2	2	0	48	
34	80	26	22	1	0	13	0	32	1	0	0	4	0	0	3	0	1	213	0	1	3	5	11	3	3	1	63	
48	86	5	25	0	0	4	2	28	5	0	0	19	0	0	8	0	0	477	0	0	4	9	7	0	0	0	55	
25	35	9	5	0	0	2	1	11	0	0	0	6	0	0	17	0	0	295	0	2	4	6	14	1	0	2	61	
6	18	5	4	0	0	1	0	8	0	0	0	1	0	0	3	0	0	170	0	0	2	2	3	1	2	0	22	
20	36	0	3	0	0	0	3	14	0	0	0	8	0	0	6	0	0	296	0	2	6	3	4	0	2	0	27	
15	71	4	10	0	0	6	1	20	0	0	0	0	0	0	5	0	0	302	0	1	11	10	9	3	2	2	39	
26	16	6	2	0	0	3	0	15	1	0	0	5	0	0	18	0	0	320	0	0	7	12	3	4	6	0	64	
12	26	27	4	0	0	4	0	5	4	0	0	5	0	0	15	0	0	177	0	1	4	1	5	9	0	0	61	
23	21	19	0	0	0	1	2	12	3	0	0	2	0	0	25	0	0	275	0	0	1	2	12	3	4	0	58	
22	35	28	4	0	0	3	2	8	0	0	0	2	0	0	17	0	0	115	0	0	0	1	14	5	3	0	52	
15	29	23	2	0	0	2	4	14	1	0	0	0	1	0	25	0	0	213	0	0	3	4	26	9	0	0	80	
30	38	26	5	0	0	3	4	15	1	0	0	3	0	0	29	0	0	217	0	0	0	1	16	7	4	0	73	
51	49	27	5	0	0	2	0	15	1	0	1	0	1	0	17	0	0	200	0	0	1	0	19	6	3	0	46	
72	57	12	12	0	0	2	0	14	4	0	0	0	0	0	13	0	0	177	0	0	3	5	12	1	2	0	67	
26	37	10	6	0	0	4	0	23	1	0	0	13	0	0	12	0	0	182	0	0	3	13	8	2	4	1	34	
47	69	9	18	0	0	4	0	18	1	0	0	8	4	0	12	0	0	176	0	0	7	18	4	4	3	1	49	
80	42	3	29	0	0	5	1	32	1	0	0	4	0	0	9	0	0	341	13	0	13	13	5	1	0	0	37	
53	102	8	20	0	0	2	0	61	0	0	0	4	0	0	20	0	0	425	18	0	5	23	8	3	1	0	26	
155	69	6	39	0	0	5	0	26	0	0	0	6	0	0	8	0	0	205	20	0	12	38	9	4	0	1	17	
